text,label
SRK യുടെ FAN movieയും  ആയി എവിടെയോ ഒരു സാമ്യത,Not_offensive
ഒരുപാട്  നാൾളു  കളുടെ  കാത്തിരിപ്പിന്  ശേഷം  മലയാളത്തിൽ  നിന്നും  ഉള്ള  ഒരുപാട് കിടിലൻ  ട്രൈലെർ,Not_offensive
Ente ponne.....ingerithenthavaa.......Romanjam tharunathinokke oru paridhi ille ikka....,Not_offensive
Woooow.....  from Sri Lanka,not-malayalam
E oru trailarinu vendiyanu njan kathirunnathu powliyanu... Kiduvanu... katta massanu....,Not_offensive
രാജുവേട്ടൻ ഫാൻസിന്റെ വക ഒരു all the ബെസ്റ്റ്  kidukki,Not_offensive
Gimitt fans like adi guhan... Fans karayu... Gee gee,Offensive_target_insult_Group
Trendingil 27   Evide ikka fans Come on fans,Not_offensive
Captain kunjali sparrow,not-malayalam
എടാ പൊട്ടൻ മാരെ ith fan made ആണ്,Not_offensive
എന്റെ പൊന്നു പാപ്പാൻ ചേട്ടാ ഒന്നു സ്പീഡിൽ വിടുവോ... ഈ ഓണത്തിന് ഇറക്കാനുള്ളതാണ്.,Not_offensive
Raju etta ningal Malayala cinema ye Vere Level Aaakum Alle,Not_offensive
Fan enna Hindi move pole amo,Not_offensive
പ്രണവ് മോഹൻലാലിനെ ഇതു കണ്ടപ്പോൾ ഓർമ്മ വന്നവർ ഉണ്ടോ...,Not_offensive
ടോം യം ഗും... ഇത് പൊളിക്കും...,Not_offensive
ചാവേറിന് അസുരനെ കാണാൻ പറ്റും അല്ലെ...ഇക്ക istam,Not_offensive
എന്താ ഇപ്പൊ ഉണ്ടായേ ഇന്നെന്താ  വിഷുവാണോ.....അടിയുടെ ഇടിയുടെ വെടി പൂരം.... മമ്മൂക്ക കിടുക്കി...,Not_offensive
Watching again and again and again and again  for mammookkaa,not-malayalam
Aadhyam lalettante kude Lucifer...Ippo mammukayude koode ith....Rajuvettaaa,Not_offensive
Ee chechiye kaanan entha cuteness..... Kandu padikkanam bhaakki ullavar..... Lime light il varunnavar figure maintain cheythaal avarkkum nalla scope Ulla character ennum kittum,Not_offensive
Producer driver aayathu kondu nalla thallu kaannum. Allenkil manapoorvam ithine flop aakkum. Neratte thalliyathokke satyam aannennu kaannikkaan. Pakshe feel good feel undu trailerinu undu. Mohanlalinu pakaram Dileep,Not_offensive
Adaar item orungi....kaathirunnolu ini ball njngalde kayil aan....!!!,Not_offensive
oru charithra cinimakku venda 3 kariyangal illa,Not_offensive
Uff padam kandu ketto! oru rakshayum illa,Not_offensive
എവിടെയൊക്കെയോ srk യുടെ fan മണക്കുന്ന പോലെ.... അത് ആകാതിരിക്കട്ടെ,Not_offensive
ചാക്കോച്ചന്റെ അഞ്ചാംപാതിരായ്ക്ക് വിജയാശംസകളോടെ.... മമ്മൂക്കഫാൻസ്‌ കണ്ണൂർ,Not_offensive
Enne arelum ivdnnu koottikkondu pokaamo...repeat mode on more than 25 times...kidu bgm,Not_offensive
ദയ,Not_offensive
Dialogue kettu onnum manassilavathe kill poyavar like theatrel kanumbo enthavumo,Not_offensive
മലബാർ സ്ലാങ്ങ്‌ പറയാൻ മമ്മൂട്ടി കഴിഞ്ഞേ ഉള്ളൂ,Not_offensive
Oo ikkkaa polichu enikk uraappaa 100cr ethavum maasssyaaa trailer oru raksyumillaaa ikkaa,Not_offensive
ഇത് അടുത്ത ഹിറ്റ് ആവുമെന്നുള്ളവർ ഇവിടെ അടി ഒരു Like,Not_offensive
Kidu energetic trailer     dislike adikkanum venam oru manakkatti,Not_offensive
Enne channel subscribe cheyyu na ellavareum njnum cheyyum,Not_offensive
Movie polichu,Not_offensive
Srkyude Fan inte feel kittiyath enikk mathramano,Not_offensive
Ennaa padamaa uvve  polichadakikalanju,Not_offensive
Linto kurian ഒന്നുമല്ല എന്നാലും ഞാനും ഒരു ഇക്ക ഫാൻ ബോയ് ആണ്   Ikka fans ellam onnu Keri nokkane,Not_offensive
ആരോ ഒരാൾ അല്ല ഏട്ടൻ നമ്മുടെ ഏട്ടൻ ലാലേട്ടൻ,Not_offensive
Ith masss ka baap alla masss ka bada baap,Not_offensive
Driving license trailer kanunna DRIVING LICENSE illatha njan,Not_offensive
Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...,Not_offensive
machane ithuvarakkum njan itta comments  onnum like kittittila oru like ingotttu adi,Not_offensive
മവനെ കൊല കാട്ടിലെ ഇരിക്കെ.. കൊല്ലാതെ വിടമാട്ടേ.ഇജ്ജാതി..,Not_offensive
Keralathile motham talentum Ernakulam aanallo ... Oru Kottayam kaarante roodhanamm....,Not_offensive
Poomaram nayikaa alee ith 🤔🤔🤔 Kidu trailer ...,Not_offensive
endukond viewrs koodunnilla ?? ippozhum 2.8m aayitollu,Not_offensive
മറ്റന്നാൾ വരുന്ന teaser ന് ഇപ്പോഴേ കട്ട waiting .  Linto kurian ന്റെ editing,Not_offensive
ഈ സിനിമ എങ്ങനെ നശിപ്പിക്കണമെന്ന് (ഡിഗ്രിഡ് ) കാണിച്ചു തരാട്ടോ.....  ഒന്നിറങ്ങിക്കോട്ടെ,Not_offensive
ഇത് കൈരളിയിൽ വന്ന പൈറേറ്റ്സ് ഓഫ് കരീബിയൻ അല്ലേ ശെടാ മോഹൻലാലും ഉണ്ടല്ലാ,Not_offensive
Aju vargheese negatuve role aanen thonniyavar ondo,Not_offensive
oru samshayam eee padam eee aduthu eaganum VARUMO?,Not_offensive
film kanditt trailer onnoodi kaanan vannavar indo ?  eatha level,Not_offensive
Endokke ayerunnu.... Lag padam... Monee shree,Not_offensive
ആദ്യമായി ഒരു ട്രെയിലർ അടിച്ചു കണ്ടു,Not_offensive
വളരെയധികം ഇഷ്ടപ്പെട്ട മേക്കിംഗ് വീഡിയോ ഡയലോഗ് മാത്രം സന്തോഷം തൊന്നിയില്ല ..,Not_offensive
പേര് കേട്ടപ്പോൾ തോന്നി ഇതും മോഹൻലാൽ പോലെ വെറുപ്പീര് ആയിരിക്കും എന്ന് പക്ഷേ ട്രെയ്‌ലർ ഒരു രക്ഷയും ഇല്ല പടം കിടുക്കും..,Not_offensive
മമ്മുക്കക്ക് വെച്ച film ആയിരുന്നു.. but എന്തൊക്കെ കാരണങ്ങൾ കൊണ്ട് അദ്ദേഹം വേണ്ടാന്ന് വെച്ചു... മമ്മുക്ക വേണ്ടാന്ന് വെച്ച് മറ്റുള്ളവർ ചെയ്തത് എല്ലാം  super ഹിറ്റ്‌കൾ ആയിരുന്നു... അത് പോലെ ഇതും ആവും എന്ന് പ്രദീക്ഷിക്കുന്നു,Not_offensive
ഈ മൂവി ഒരു രക്ഷയും ഇല്ലാ ! ക്യാഷ് പോവില്ല ധൈര്യമായി തിയേറ്റർ ൽ പോയി തന്നെ കാണു ഒരു അപേക്ഷ ആണ് ! നല്ല സിനിമകൾ മരിച്ചിട്ടില്ല എന്നതിന്റെ തെളിവാണ് ഈ സിനിമ വിനീത് ചേട്ടൻ ഒഴിച്ച് ബാക്കി ഉള്ള almost ആളുകളും പുതുമുഖങ്ങൾ ആണ് ! But എന്താ അഭിനയം .എല്ലാവരും തകർത്തു   അണിയറ പ്രവർത്തകർക്കും അഭിനയിച്ചവർക്കും അഭിനന്ദനങ്ങൾ,Not_offensive
GONE GIRL MOVIE de vibe ille ...aarkengillum tonunnundo?🧐🧐,Not_offensive
Madhura rajaye adichu potta kinattil itta stefen neduballi hajar hoom,Not_offensive
L2  EMPURAN LOADING SOON..KALLI THEERNILLA MAKKALLE .,Not_offensive
Ikkayude mass perfoamnce kaanan Kothichu Etra naalayi..Waiting april 12..Raja,Not_offensive
7 minute kond 8.3 k view🤩,Not_offensive
Black t-shartil iruttinte maravil oro  scenilum  kanunath rajuyettanu,Not_offensive
1:01 Prithiraj  ano naduvil nilkunna aaal 🤔,Not_offensive
BELARI RAJA PAZHASHI RAJA RAJADHI RAJA POKKIRI RAJA MADHURA RAJA  Ee RAJA ena peru ushirulla aanpellerkru paragitullatha,Not_offensive
മലയാളത്തിന്റെ lady സൂപ്പർ സ്റ്റാർ ഒരേ ഒരു നാമം...മഞ്ജു വാര്യർ....We r കട്ട waiting for ur movies.,Not_offensive
Dislike indaloooo Samshayikenda mattu branch kara......  Vishamam kond ayirikum...,Not_offensive
എവിടെയോ  രാക്ഷസൻ  bgm പോലെ 🤔,Not_offensive
Padam kandit trailer kaanumbol kittuna feel entammooooo,Not_offensive
Mass entertainment... oru rekshayum illa... pwoli...,Not_offensive
Kidu entertainer aayirikkumennu urappich ettan ishttam,Not_offensive
മിഥുൻ മാനുവൽ തോമസ്   അ അക്ഷരം വെച്ച് മാത്രമേ സിനിമാ പേരിടൂ എന്ന് നേർച്ചയുണ്ടോ മിസ്റ്റർ....?!  1.ആട് ഒരു ഭീകരജീവിയാണ്  2.ആൻമരിയ കലിപ്പിലാണ്  3.അലമാര  4.ആട് 2  5.അർജന്റീന ഫാൻസ് കാട്ടൂർകടവ്  6.അഞ്ചാം പാതിര,Not_offensive
27k dislike adichaaa teamsne polikkunnaver evide like adicheee......!  LAL EttaN  Vaaadaaa.........!!!!!,Not_offensive
Maranamass padam....Padam kandittum njan thaa trailer kaanunnu,Not_offensive
മമ്മൂക്കയുടെ ഈ ലൂക്ക് കണ്ടപ്പോൾ 2005ൽ  പുറത്തിറങ്ങിയ തസ്കരൻ വീരനിലെ ലൂക്ക് ഓർമ വന്നത് എനിക്ക് മാത്രമാണോ....,Not_offensive
Onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum,Not_offensive
Edentha Rajani dialogue o Kolaveriyil eruku kollame vidamttey ....  koovan anu bavam enkil verupikn thanne anu  teerumanam,Not_offensive
May be the Next kammattipadam in malayalam movie,not-malayalam
pwolikkum #Unni #mammukka oru valya vijayam aakatte,Not_offensive
Endhokke aayirunnu malapuram kathi.kozhikode aluva,Not_offensive
നമുക്ക് ഒരു ഒന്നന്നര ഐറ്റം ഉണ്ടന്ന് പറ,Not_offensive
വന്നു വന്നു സിദീഖ്ഇക്ക ഇല്ലാത്ത പടം ഇല്ല എന്ന് ആയി ... !!🤩,Not_offensive
Vijay baby sir adipoli trailer sir.....,Not_offensive
Jn ettan fan aanu parayan ullath parayanamallo ikka polichu,Not_offensive
അവസാനം വരെ ok ലാസ്റ്റ് കുളമാക്കി എന്ത് പറ്റി ജോഷി,Not_offensive
കണ്ണടച്ച് ഹെഡ്സെറ്റ് വെച്ചു കേട്ടാൽ മധു പറയുന്ന അതെ ശബ്ദം,Not_offensive
Mamakathinu pakarama aayi tha oru pottikal.. endh trailer Anu edh.... Trailer vech padam vilayiruthunadh sariyala.. but etra mosham ...   Dub cheyda shabdam lucifernda Vila kalayan,Not_offensive
addipoly padam machane  namude kochikaru kalakki,Not_offensive
0:53 daivathe konn daivathinte swandam nadayi...,Not_offensive
pls 1nu movie kanu chirikkathaver chirikkum  pattuna pani nokkuva ea70 vazhzsil pls prayathe bhamanikkunu,Not_offensive
Edakida  etra million ayi enna nokan varunavar onnu like,Not_offensive
Kidilan trailer..eth kanumbozhe Padam adipoliyavumennu pratheekshayund,Not_offensive
All the best മഞ്ജു ചേച്ചി,Not_offensive
Oro cinemayilum puthiya numberukal kond varunna enne njettikyunnu... Itrem varshamayittum abhinayathinde vere vere thalangal aanu kaanich tharunnath.,Not_offensive
Kandapol puthanpanam orma vannavar ivide like,Not_offensive
4m views + 300k likes + #1 trending - Lallettan,not-malayalam
njn kandathl Etavum mikacha trailer yennu thanne prym #ikka <3 .. #Ennum ikka,Not_offensive
പടം കണ്ടു.. ഒന്നും പറയാൻ ഇല്ല... Psyco #a_real_psyco...  എല്ലാവരും പൊളി,Not_offensive
Ivide vannu chelachu tholvi adayunna ellaa. Jimttoli kalkkum oru ormappeduthal  ONCE A KING,Offensive_target_insult_Group
Njan mathram aanoo comments vaayikkan viindum trailer edukkunnee,Not_offensive
mammootty fanse nde vijayasamsakal ...............jayeettan masss kolammaaassssssssssssss,Not_offensive
Mech alland vere ethanu makkale engineering polikkanathu... Waiting................,Not_offensive
Raavile views ethrayayi ennu nokan vannavar evide come on.,Not_offensive
Onnil kuduthal kandavar like cheyyu ivide,Not_offensive
ട്രെയ്‌ലർ പൊളിച്ചു.... ഇനി പടം കൂടി പൊളിച്ചാൽ നന്നായി..... ഉള്ളി പൊളിച്ചപോലെയാവാണ്ടിരുന്നാൽ മതിയായിരുന്നു.....,Not_offensive
നിവിനു പകരം ഇത്‌ രാജു എട്ടൻ (prithviraj)ചെയ്തായിരുന്നെങ്കിൽ ഈ പടം ഒന്നുടെ  കിടിലൻ അയെനെം  എന്ന് അഭിപ്രായം ഉള്ളവർ Like അടിക്‌...!,Not_offensive
Heavy trailer. Rajuettaaa pwlichu.. by a ikka fan,Not_offensive
ഇത് പൊട്ടി പ്പലീസ് അവും എന്ന് തോന്നുന്നവർ,Not_offensive
Ithine ale teaser en vilikunne? enthayalum kidukki,Not_offensive
Andra pradesh mammootty fans like,not-malayalam
Don Max aayalum Linto aayalum Teaser Heavy aayirikkum,Not_offensive
Ufffff..ejaadhiii..lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa..trailer kandd karayunundaabumm ettan and ettan fanss,Offensive_target_insult_individual
Once a king always a king,not-malayalam
വിനീത് ഏട്ടൻ,Not_offensive
Ith masss ka baap alla masss ka bada baap,Not_offensive
മമ്മൂക്കയുടെ ഡയലോഗ് വീണ്ടും വീണ്ടുവീണ്ടും കേൾക്കാൻ വരുന്നവർ ലൈക് ചെയ്യ്,Not_offensive
prithiraj movie kaannan  oru thrill aane,Not_offensive
Ikkayude mass perfoamnce kaanan Kothichu Etra naalayi..Waiting april 12..Raja,Not_offensive
120k lyk pakshe 22k views ullu Ntho saangethika thakarar und🤔,Not_offensive
ഞാൻ ഇട്ട കമന്റിന് ലൈക്ക് എത്ര ആയി എന്ന് ഇടക്കിടക്ക് വന്നു നോക്കുന്നത് ഞാൻ മാത്രം ആണോ...,Not_offensive
Kilichundan maambazhathile slang . Oru matullalaa,Not_offensive
# urapikatte enal... Adutha Blockbuster !!.,Not_offensive
പ്രതി പൂവൻ കോഴി ആണെന്ന് ഉറപ്പാണെങ്കിൽ പിന്നെ എന്തിനാ പടം കാണണേ..,Not_offensive
Rajuettante katta fans like and surajettante chunk fans please like it.,Not_offensive
ട്രൈലെറിനു വേണ്ടി ഇടിക്കട്ട വെയിറ്റ് ചെയ്യുന്ന ഏട്ടൻ ഫാൻസ്‌ ലൈക് അടിക്ക്..,Not_offensive
Visvasichu kudea varunnavare jeevan koduthum samrakshikkum,Not_offensive
Vada - superb   Love from Tamil Nadu,not-malayalam
ഈ  സിനിമ  സൂപ്പർ  ആയിരിക്കും മഞ്ജു ചേച്ചി  നിങ്ങൾ  ഒരു  സംഭവം  ആണ്  കെട്ടോ  ചേച്ചി  പൊളിച്ചു  അടുക്കി  ഈ സിനിമ  തീയറ്ററിൽ വരാൻ കാത്തിരിക്കുന്നു,Not_offensive
Rajaa Pokkiri Raja... Adar meesha Raja Makkalukku raja...Sen Tamilum pesuvaru... Angalayum pesuvaru malayala thaymozhi than bellari Raja,Not_offensive
എല്ലാരുടെയും അഭിനയം പൊളി,Not_offensive
margam kali mathram veendum veendum kandavarundo,Not_offensive
100cr club keriyathinu sesham trailer kandavar undo,Not_offensive
nte ponno adi poli item BGM Kidu,Not_offensive
എല്ലാവരും എനിക്ക് തൊട്ടു താഴെ ഉള്ള കംമെന്റിനു like അടിച്ചേ അത്യാവശ്യം ആണ് നമ്മുടെ ഏട്ടന്റെ പിള്ളേരുടെ പവർ കാണിച്ചു കുടുക്കു,Not_offensive
Raju ettan  lalettan  MURALI GOPY,Not_offensive
ഈ സിനിമയും ഒരോ കഥാപത്രങ്ങളും മികച്ച പ്രകടനം ആണ് കാഴ്ച വക്കുക .ജോഷി സാർ തിരിച്ചു വരുന്നത്  വെറുതെയല്ല എന്ന്  ഇനി ഞാനും നിങ്ങളും പറയും ..കൂടെ അഭിനയ മികവ് കാണിക്കാൻ ഞങ്ങളുടെ പ്രിയപ്പെട്ട സ്വാസികയും ഉണ്ട് എന്നതാണ് വളരെ അധികം സന്തോഷം കൂട്ടുന്നത്  all the very best team,Not_offensive
ellum shamikkum sunny chechiye villichu veruthi apamanichu vittathu orikkalum shamikkilla film kandavark manasilavum mosham  dialogs,Not_offensive
28 enna divasathinayi wait cheythu irikkunavar like adicho,Not_offensive
ചിൽ സാറ ചിൽ,Not_offensive
luciferinte ariyepadathe 26 varsham kgf mayittu cherthu our pan india padam edukannavar hit like,Not_offensive
Engane aada uvve 32K dislikes okke vanne? nammude naatil athrem mandanmaar undo ,Not_offensive
Raju ettan villan surajettan hero pole thonni.endhokke aayalum trailer polichadukki,Not_offensive
Hollywood level mass ithanu makkale trailer,Not_offensive
December 12   ikka Katta Waiting ikka,Not_offensive
I love Lalettan and prithviraj...prithviraj always admired him.. Ithu polikkum.. Alla pinna...,Not_offensive
സേഖരാ..അന്റെ ബാസക്ക് ഒരു സുദ്ധി വന്നിരിക്കുന്നു പഹയാ ..,Not_offensive
എന്റെ പൊന്നോ ആ ചിരി കണ്ടോ ഇജ്ജാതി.  കൊല്ലാമേ വിടമാട്ടേ,Not_offensive
PORINJU IS WILD MARIAM IS CRAZY JOSE IS RAW........ മൊത്തത്തിൽ പൊളിച്ചില്ലേ 🤩🤩🤩🤩,Not_offensive
ഇവളുടെ കയ്യിൽ ഒക്കെ ആരാ സിനിമ കൊടുക്കുന്നത് അ ഹൗ ഓൾഡ് ആർ യു അല്ലാതെ ഏത് സിനിമയ വിജയിച്ചത്,Not_offensive
ഫഹദ് വേറെ ലെവലാണ് ഭായ്.സൗബിൻ ചേട്ടോ നിങ്ങള് മുത്താണ്.,Not_offensive
Like - Manju Warrier as Devika Shekhar in Pthram,not-malayalam
E padam eppo poliju nu chodichal mathi,Not_offensive
Annum inum ee manilla natturajavuu lalettan matram ettan ishtam,Not_offensive
Teaser anno trailer annooo romanjam kollamass,Not_offensive
ഞാൻ wedding വീഡിയോ എഡിറ്റർ ആണ്,Not_offensive
Teaser irangunnthnu munne dislike adch thudngiyo nthoru pediyaade,Not_offensive
ജോജുവേട്ടൻ fans power kannik മകളെ  Like adikandath ഇവിടെ !!!,Not_offensive
BGM athara pora .pinna idhu full action ah adhinetta Weight BGM venamaayirinnu.aarukko enda opinion aayi yojiikunnu,Not_offensive
പൊളിച്ചു ഒരു തമിൾ രാക്ഷസൻ മൂവി ഫീൽ,Not_offensive
pinnem pinnem kaanaanu.... mathiyaavanillaaaa.... katta waiting thudangiii ..... പൊളിച്ചടക്കണോട്ടാ......,Not_offensive
ഇതിനിനൊക്കെ ഫസ്റ്റ് കമെന്റ് ഇടുക എന്നത് ഭാഗ്യം ആണ് ലൈക്‌ തരു,Not_offensive
Dialogues pora.. athinadakeeyatha.. dialogue deliveryum pora..entho oru prasnam...,Not_offensive
Ettan chumma ang kidukki.love u etta,Not_offensive
Hindukalaka ivan mahi ravanan islamil ivana ibilis yena parayum christanikalka idayil ivana oru pera oluu LUCIFER,Not_offensive
#MAMMOOKKA as Money Lender  ഇതു പൊളിക്കും 🤙__,Not_offensive
Trailer kndpo ulla prethisha k poyatha.... bt paate kandapo urappayi eee onam ettanum pillerum egu adukuva,Not_offensive
Polichu ikka suppar u r great,not-malayalam
Shylock നെ വാരി നിലത്തടിച്ചു... ഏട്ടൻ,Not_offensive
Kollaam,Not_offensive
Thala Ajith and mammooty sir fans.kanyakumari,Not_offensive
Bhasi & Fahad fans like here,not-malayalam
Jayettaaaa ente chunkkeee🥰 Sabu Chettan 🥰,Not_offensive
Vyshaketta... Oru prayam aya manushyane vacha ningal Troy model idi cheyikunne... Ningalode angeru chodikum... Just kidding.. Item mass,Not_offensive
E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum,Not_offensive
100 കോടി ക്ലബ്ബിൽ എത്തുമെന്ന് ഉറപ്പുള്ള കട്ട ഇക്ക ഫാൻസ്‌ ഉണ്ടോ...   എങ്കിൽ കൊടുക്ക് ഇക്കക്കൊരു like...,Not_offensive
സ്വന്തമായി റെക്കോർഡ് ഇടുക അതു സ്വന്തമായി പൊട്ടിക്കുക.. ഒരു മര്യാദ ഒക്കെ വേണ്ടേ ലാലേട്ടാ..,Not_offensive
Spoiler alert# odiyan is not mohanlal. Manikyan is Mohanlal. Villaign is odiyan.,not-malayalam
40 ...mavane kola gandilirikk kollame vidamatte... Masso Mass poli mass,Not_offensive
Eth fan made ട്രെയിൻ annu  പലർക്കും അറിയില്ല comment വായിച്ചപ്പോൾ എനിക്ക് തോന്നിയത് ആണ്,Not_offensive
Evade........? katta villian ndenn paranjitt kaannannillallo....🤔🤔,Not_offensive
Ithu rajayude 3 strong Alla ettande Lucifer,Not_offensive
TRAILER കണ്ട് നിർവ്യതിയായി  COMMENTS വായിച്ച് മനസ് നിറക്കാൻ വന്നവർക്ക് ലൈക്ക്  ബട്ടൻ ഒരു മടിയും കൂടാതെ നീലയാക്കാം,Not_offensive
മമ്മൂട്ടി ഇഷ്ട്ടം  മമ്മൂട്ടി ഇന്ത്യൻ ഫാൻസ് ലൈക് അടിക്ക്,Not_offensive
മമ്മൂക്ക മറ്റൊരു ഭാഷ മാസ്സായി പറയുമ്പോൾ കിട്ടുന്ന ഒരു ഫീൽ ഹോ അത് പറഞ്ഞരീക്കാൻ പറ്റില്ല FDFS തകർത്തിരിക്കും,Not_offensive
0:15 aa musicinu vendi wait cheyyuva,Not_offensive
Adipoli Etta. Tamil fan from pondicherry . Indha penkutty nannaittu nadikiranga,not-malayalam
Enna parayana  onnum parayanilla,Not_offensive
Koode Nilkkunnavark Chunk Kodukkum 🤩🤩 PULLU GIRI 🤡🤡🤡🤡🤡,Not_offensive
എന്‍റെ ചേട്ടന്‍ mechanical engineer ആണ്. mechile വീരഗാഥകള്‍ കേട്ട് കേട്ട് ഞാന്‍ ഒരു കട്ട mech ഫാനാ.  so waiting for this movie,Not_offensive
0:50 sanny chechiye kaanaaaulla aakrantha entry,Not_offensive
Mammukayude 150 kodi padem aayi maratte madura raja,Not_offensive
Oru comedy entertainer aarikkum ,Not_offensive
ഇജ്ജാതി മാസ്സ് വിത്ത്‌ മാസ്സ് ബിജിഎം,Not_offensive
Cant cant cant cant cant wait ohhhhhhiiiiiii love u lalettaa,not-malayalam
Madhuraraja First Look Releasing at 6 30pm,not-malayalam
Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu,Not_offensive
Marana maasss feeel trailer. Padathinum ad kittiyal polikum,Not_offensive
Dislike alla lappantta makkalum anta nadu veral നമസ്കാരം,Offensive_target_insult_individual
എന്റെ ദൈവമേ വീണ്ടും മാസ് കോല മാസ്......like ikka fans,Not_offensive
Idoru unddaaa padam thanne avum 🤣🤣🤣🤣,Not_offensive
ഇത് dubbed voice ആണോ ഹിന്ദി.. നിവിൻ തന്നെയാണെങ്കിൽ പൊളിച്ചിട്ടുണ്ട്,Not_offensive
3 .9 .2019  ലാലേട്ടാ ഇന്നലെ രാത്രി ഞാൻ സ്വപ്നം കണ്ടു ലാലേട്ടനോട് സെൽഫി എടുക്കുന്ന  ഫോട്ടോ ആണ്  സ്വപ്നം കണ്ടത് ജീവിതത്തിൽ നടക്കാത്ത   കാര്യമാണ് ഇഷ്ടപ്പെട്ട വ്യക്തിയെ സ്വപ്നം കാണാൻ ജീവിതത്തിൽ വേറെ എന്ത് സെൽഫി,Not_offensive
1:12 same copied from sarkar top tucker song vijay,Not_offensive
Aju chettan polikkum nna thonnane,Not_offensive
Lalettan illatha eanth sinima le makkale kodk like,Not_offensive
Traileril...onnum karyamilllla....ennnalum paraya oru punch illathapole..,Not_offensive
ഫാന്സിനോട് ...ഇതും പൊക്കി മുറുക നീ റെർന്നു കേട്ടോ എന്നൊന്നും വരല്ലേ .. ഇത് മധുര രായ 3 ആരിക്കും,Not_offensive
Achayante acting traileril inganaanenki Movieil kolamass ayirikkum,Not_offensive
Kollaam pakshe lucifernte athrak ethilla urappaanu,Not_offensive
Romanjamadichu pandaaradangi... Ee dislike adicha pithru shoonyanmaar ivide okke undaakanam...,Offensive_Untargetede
nnaaalum nte maashe ngle aa chekkane....,Not_offensive
Eee padam pottum enn abiprayam ullavar evde Like cheyuka,Not_offensive
Mohan Lal big fan Bangalore waiting srinivasa theatre s.g palya,not-malayalam
kand kili poyavar adi like what a editing,Not_offensive
എന്റെ പൊന്നു നിവിൻ അച്ചായാ മിഖായേൽ ലവ് ആക്ഷൻ ഡ്രാമ പോലുള്ള മൂവീസ് ചെയ്യൂ,Not_offensive
വീഡിയോ premiere ആവാൻ ഇനിയും രണ്ട് ദിവസം ബാക്കി 11k ലൈക്‌ മമ്മൂക്ക ഫാൻസ്‌ ഇവിടെ കമോൺ,Not_offensive
കുഞ്ഞാലിക്ക് കിട്ടുന്ന ഡീഗ്രേഡിംഗ് മുഴുവൻ ഭാഷ കാരണമായിരിക്കും. പിന്നെ കരഞ്ഞിട്ടു കാര്യമില്ല. തിരുത്തിയില്ലെങ്കിൽ ആരാധകനായ ഞാൻ പോലും ഡീഗ്രേഡ് ചെയ്യും. പക്കേങ്കില് സിനിമ കാണുകയും ചെയ്യും ഉസ്മാനേ....,Not_offensive
ഇപ്പൊ ശരിക്കും ഞെട്ടി...!കിടുവേയ് എപ്പോഴാ റിലീസ് കട്ട വെയ്റ്റിംഗ്....!,Not_offensive
Ratsanante bgm cherthayitt onn mix aakki llr,Not_offensive
ഈ ede കണ്ടതിൽ വെച്ച് ഒരു ഒന്നാന്തരം ട്രയ്ലർ  . Super Cutss,Not_offensive
Laletta va da namku oru kai nokam,Not_offensive
LUCY Ooh ennik okk aar like tharan,Not_offensive
0:51 sec ee rakshasa chiri malayalam industry le oralke cheyyan pattulu ayalde Peru MAMMOOKA,Not_offensive
ഈ ഓണം ഏട്ടൻ എടുക്കുവാന്നു  പറയാൻ പറഞ്ഞു ബോനി....  #Hvy waiting....  #ഇട്ടിമാണി  #ലാലേട്ടൻ   #ഉയിർ,Not_offensive
L 2 LOADING KATTA WAITING LALETTA,not-malayalam
Ahalia groupine patty enthariyada ninakokke...oru padam kond Ange hospitaline olathamenn karuthio..****  Ahalians da,Not_offensive
Trailer kandal thanee ariyam padam pollikum.... katta waiting,Not_offensive
Ittimani  mass ahnn manasuman,Not_offensive
ഈ പഞ്ചപാവത്തിനെ ആണോ എല്ലാരും വില്ലൻ എന്ന് പറഞ്ഞെ,Not_offensive
Super star ഹരീന്ദ്രന് ലൈസൻസ് കിട്ടും എന്ന് ഉറപ്പുള്ളവർ മടിക്കാതെ like അടിച്ചോ..,Not_offensive
സുരാജേട്ടൻ പ്രിത്വി ആവാൻ (ഹരീന്ദ്രൻ ആവാൻ?) സർജറി,Not_offensive
Helmet annu pere vachirunegil kooduthal hype kittumayirunnu  License ellangilum kozhapamila helmet ellangil laathi eriyum mone,Not_offensive
Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram,Offensive_Untargetede
Machane pwolii item inka pwolikkum.   Thakarkkum,Not_offensive
നല്ല സ്റ്റോറി ഉണ്ടെങ്കിൽ പടം ഹിറ്റ് ആവും...പേര് കേട്ടിട്ടു ന്യൂ ജൻ തട്ടിക്കൂട്ട് പോലെ തോന്നുന്നു...,Not_offensive
Lucifer kaanan povunnathinu munpu trailer kaanan vannavar aarokke,Not_offensive
അജയ് വാസുദേവ് മാസ്സ് ആക്കുമെന്നു അറിയാം,Not_offensive
Suraj ettane kandapoll ravanaprabuvile innocentchettane Ormaa vannu,Not_offensive
Lady superstar ഒന്നേയുള്ളൂ അത് നയൻതാര അണ്,Not_offensive
